bikeid,Trip Count,Average Trip Duration
15061.0,338,5032.511834319526
15062.0,508,768.6929133858267
15063.0,1097,841.1959890610757
15064.0,1335,1072.369288389513
15065.0,918,1737.7701525054467
15066.0,1359,818.0073583517292
15067.0,823,975.2673147023087
15068.0,1179,864.2162849872774
15069.0,599,823.0868113522538
15070.0,243,745.9753086419753
15071.0,1193,815.2523051131601
15074.0,840,1182.4511904761905
15076.0,1568,942.6390306122449
15078.0,937,822.4962646744931
15079.0,1326,826.0950226244344
15080.0,496,803.0766129032259
15081.0,1228,805.3697068403909
15082.0,1407,875.5550817341862
15083.0,1387,889.5349675558759
15084.0,1114,1151.7962298025134
15085.0,1152,823.6961805555555
15086.0,840,1257.1916666666666
15087.0,1334,819.3920539730135
15091.0,1002,4012.574850299401
15093.0,877,946.2143671607754
15095.0,931,855.3200859291085
15096.0,931,1863.8646616541353
15097.0,1374,811.0378457059679
15099.0,592,784.6959459459459
15101.0,1166,991.4476843910807
15102.0,596,856.3674496644295
15104.0,1578,879.3048162230672
15105.0,927,1267.3182308522114
15106.0,119,632.2521008403361
15107.0,1179,891.4817642069551
15108.0,1173,874.1960784313726
15109.0,1178,3741.8404074702885
15112.0,859,785.7857974388825
15114.0,1056,835.7339015151515
15115.0,1006,1480.3409542743539
15116.0,907,876.263506063947
15117.0,1024,958.6015625
15119.0,1116,1857.1066308243728
15122.0,943,959.592788971368
15125.0,1013,907.4965449160908
15126.0,965,1039.5347150259067
15127.0,416,914.0288461538462
15128.0,193,794.7098445595855
15130.0,1470,921.3408163265306
15131.0,1145,767.0471615720523
15133.0,1206,821.1268656716418
15134.0,749,776.4165554072096
15135.0,1087,871.3238270469182
15136.0,1220,873.944262295082
15137.0,919,857.7954298150163
15138.0,1345,1031.1695167286246
15139.0,849,817.0859835100118
15140.0,1038,797.1319845857419
15141.0,317,983.4605678233438
15142.0,1142,876.8336252189142
15145.0,1359,971.6674025018395
15146.0,1270,858.8377952755906
15148.0,1194,794.3425460636516
15149.0,1046,884.3900573613766
15151.0,418,785.1937799043062
15152.0,643,1268.289269051322
15153.0,1132,823.9893992932862
15154.0,655,882.0320610687023
15155.0,816,1019.0110294117648
15157.0,1204,865.3878737541528
15158.0,1328,1001.0030120481928
15160.0,336,3685.1666666666665
15161.0,1066,1082.6951219512196
15162.0,1420,843.4401408450705
15163.0,375,711.3226666666667
15164.0,518,846.2741312741313
15166.0,306,1994.8398692810458
15167.0,1389,811.1576673866091
15169.0,1203,1045.463009143807
15170.0,1339,1583.5660941000747
15172.0,1427,873.822704975473
15173.0,432,805.2662037037037
15174.0,1059,1540.423984891407
15175.0,745,869.144966442953
15176.0,1109,811.4905320108205
15178.0,1133,918.7537511032657
15180.0,324,1047.9259259259259
15181.0,1059,908.219074598678
15183.0,925,1139.1708108108107
15184.0,617,5006.123176661265
15185.0,893,860.6371780515118
15186.0,1291,900.7079783113866
15187.0,1289,833.9309542280838
15188.0,982,1591.991853360489
15189.0,736,941.5570652173913
15190.0,1336,839.1624251497007
15191.0,1266,1014.4826224328594
15193.0,1010,1305.5455445544555
15194.0,1079,837.0315106580167
15195.0,927,916.093851132686
15196.0,528,796.5359848484849
15197.0,1385,888.2563176895306
15198.0,846,853.2553191489362
15200.0,348,811.514367816092
15201.0,442,1093.9321266968325
15202.0,1191,886.2753988245172
15203.0,1021,988.5964740450539
15204.0,792,978.1729797979798
15205.0,1256,951.1886942675159
15207.0,890,923.4516853932585
15208.0,994,856.0492957746479
15209.0,999,883.6206206206206
15210.0,1158,850.2677029360967
15211.0,849,903.5689045936396
15212.0,1358,993.5058910162003
15215.0,470,819.3340425531915
15216.0,959,936.6892596454641
15218.0,1201,850.2606161532057
15219.0,653,888.8943338437979
15220.0,1043,981.0958772770854
15221.0,866,841.594688221709
15222.0,1214,1879.523887973641
15223.0,908,828.7422907488987
15224.0,1375,838.2778181818181
15225.0,402,812.5547263681592
15226.0,805,1020.1577639751553
15228.0,855,1048.8315789473684
15230.0,759,845.638998682477
15231.0,501,1674.2694610778442
15232.0,1121,902.0883140053523
15235.0,801,988.2322097378277
15236.0,1348,844.146884272997
15237.0,840,803.3928571428571
15238.0,770,3900.487012987013
15239.0,701,910.262482168331
15240.0,1034,906.0889748549323
15241.0,674,1048.807121661721
15242.0,800,858.1375
15244.0,1253,812.3328012769354
15248.0,807,801.4907063197026
15249.0,1357,1274.8857774502578
15250.0,1282,930.9984399375975
15251.0,1270,947.536220472441
15252.0,1054,1002.76944971537
15253.0,821,842.3154689403167
15254.0,931,871.2395273899033
15255.0,1243,892.4094931617055
15256.0,581,834.4234079173838
15258.0,1401,928.1670235546038
15259.0,1127,1031.0842945874
15261.0,1294,839.7364760432766
15263.0,1411,812.4578313253012
15264.0,1082,1218.7042513863216
15265.0,425,1415.9670588235294
15266.0,86,47211.22093023256
15267.0,1319,890.560272934041
15268.0,1181,996.424216765453
15269.0,1328,911.4352409638554
15270.0,628,928.0143312101911
15271.0,898,799.6035634743876
15273.0,391,1057.1253196930945
15275.0,771,925.9001297016861
15276.0,1098,894.9644808743169
15277.0,825,899.5672727272728
15278.0,839,1244.3289630512515
15279.0,887,849.7914317925591
15281.0,544,848.0238970588235
15283.0,1245,784.1991967871486
15285.0,689,1615.5239477503628
15286.0,1478,938.117050067659
15288.0,864,899.8275462962963
15289.0,1290,2420.45503875969
15290.0,1167,1572.5398457583547
15292.0,937,970.3457844183564
15293.0,1425,851.0554385964912
15294.0,1136,1458.5114436619717
15296.0,1229,835.6517493897478
15297.0,515,848.1980582524271
15298.0,1123,962.26625111309
15299.0,854,770.4309133489461
15300.0,384,764.4010416666666
15301.0,741,861.1322537112011
15302.0,1262,875.5776545166402
15304.0,1344,904.5840773809524
15305.0,461,741.4381778741865
15307.0,1161,815.5658914728682
15308.0,1180,973.7745762711864
15309.0,520,793.1326923076923
15310.0,1105,1013.0371040723982
15312.0,1326,1589.5218702865761
15313.0,1244,973.5032154340836
15314.0,920,1673.3608695652174
15315.0,994,1212.622736418511
15316.0,891,847.7530864197531
15317.0,575,805.648695652174
15318.0,1274,903.7645211930926
15319.0,269,698.2342007434944
15320.0,1299,820.3387220939184
15321.0,1352,1723.8394970414201
15322.0,194,798.6082474226804
15323.0,1169,1084.437125748503
15324.0,1265,885.8339920948616
15325.0,1095,960.8931506849315
15326.0,937,801.8495197438634
15327.0,1134,844.7310405643739
15328.0,1178,1447.2266553480476
15330.0,609,1214.912972085386
15331.0,1197,927.4193817878029
15332.0,1182,1473.0236886632827
15333.0,957,859.7398119122257
15334.0,1359,1111.111111111111
15335.0,1063,877.0696142991534
15336.0,931,12917.979591836734
15337.0,1099,1131.6196542311193
15339.0,1114,884.7755834829444
15341.0,702,820.5982905982906
15342.0,983,941.7456765005087
15344.0,1017,947.9714847590953
15345.0,389,971.6812339331619
15346.0,1046,852.6367112810708
15347.0,1212,875.5651815181518
15348.0,1316,829.4536474164133
15349.0,996,889.7319277108434
15350.0,1225,1211.4791836734694
15352.0,916,958.8930131004366
15353.0,324,645.1234567901234
15354.0,1030,836.8485436893204
15355.0,1100,897.1454545454545
15356.0,945,5218.624338624339
15357.0,1001,887.8431568431569
15358.0,699,822.7596566523605
15359.0,1210,883.3760330578513
15360.0,1036,842.2287644787644
15361.0,366,686.2431693989071
15362.0,504,871.8888888888889
15363.0,1276,804.5172413793103
15365.0,785,818.9936305732484
15367.0,1116,920.3629032258065
15369.0,1080,1793.8268518518519
15372.0,954,922.0995807127882
15373.0,584,2081.8852739726026
15374.0,1144,931.6669580419581
15375.0,900,845.4077777777778
15376.0,1284,857.3146417445483
15377.0,597,795.8726968174204
15378.0,362,727.9972375690608
15379.0,757,1155.7212681638046
15380.0,1156,832.4974048442907
15381.0,1157,1138.2990492653414
15382.0,904,828.3882743362832
15384.0,1084,845.3062730627306
15385.0,1358,854.820324005891
15387.0,1295,807.2509652509652
15388.0,868,1454.4043778801843
15390.0,1328,854.7409638554217
15391.0,995,1684.078391959799
15392.0,1318,805.6942336874051
15393.0,292,864.0787671232877
15394.0,817,798.062423500612
15395.0,944,845.0985169491526
15396.0,1174,944.5749574105622
15398.0,903,832.905869324474
15399.0,1113,839.8598382749326
15400.0,1119,1064.887399463807
15401.0,875,1253.7622857142858
15402.0,94,696.0106382978723
15403.0,927,808.0614886731391
15404.0,608,814.6019736842105
15405.0,1351,1003.0769800148039
15406.0,537,810.7616387337058
15409.0,1170,778.6393162393163
15410.0,1286,892.6524105754277
15411.0,706,12388.090651558074
15412.0,1011,1328.371909000989
15413.0,866,797.6812933025404
15414.0,769,1572.9739921976593
15415.0,770,849.6831168831169
15417.0,217,861.852534562212
15418.0,835,826.2994011976048
15419.0,1268,821.160094637224
15420.0,289,1012.401384083045
15421.0,739,788.17050067659
15422.0,623,812.0738362760835
15423.0,777,923.7593307593307
15424.0,1006,834.0884691848906
15425.0,1096,1096.4534671532847
15426.0,861,1191.0301974448316
15427.0,673,850.6805349182764
15428.0,1038,940.8526011560693
15429.0,955,825.8
15430.0,945,854.3544973544973
15431.0,970,1151.3649484536083
15432.0,1397,788.2648532569792
15433.0,1073,998.2460391425909
15434.0,693,798.3665223665224
15436.0,1123,1223.66696349065
15437.0,654,835.7477064220184
15438.0,1247,906.4498797113072
15439.0,1166,918.6792452830189
15440.0,1148,1131.7020905923346
15441.0,1425,838.9473684210526
15442.0,347,790.4322766570605
15443.0,788,922.0215736040609
15444.0,916,818.42903930131
15445.0,423,676.4609929078014
15446.0,1163,850.9165950128977
15447.0,1313,815.1073876618431
15448.0,1068,1321.1994382022472
15449.0,1011,878.2957467853611
15451.0,1184,911.6461148648649
15452.0,1140,821.0342105263157
15454.0,630,1224.7142857142858
15455.0,628,841.0031847133758
15456.0,110,769.1727272727272
15457.0,1374,1173.2474526928675
15459.0,384,1057.2682291666667
15460.0,1404,836.5747863247864
15461.0,336,760.5982142857143
15462.0,1393,909.0653266331658
15463.0,1015,875.3162561576355
15465.0,977,828.2139201637666
15466.0,1314,1040.9802130898022
15468.0,872,833.7717889908257
15469.0,870,1227.3114942528737
15470.0,625,2813.4672
15471.0,532,821.7857142857143
15472.0,870,1032.867816091954
15474.0,447,787.1140939597316
15475.0,1354,1014.2031019202363
15476.0,1252,947.1821086261981
15478.0,729,964.3031550068587
15479.0,1059,859.8149197355996
15480.0,1031,1095.749757516974
15482.0,651,898.8479262672811
15485.0,1497,895.0474281897127
15486.0,1363,877.4563462949376
15487.0,1437,860.115518441197
15489.0,1379,877.0739666424946
15490.0,1089,843.8797061524334
15491.0,1425,823.6708771929824
15493.0,1190,832.3126050420168
15494.0,645,1152.8961240310077
15495.0,1024,2121.3935546875
15496.0,357,795.7254901960785
15499.0,1331,870.0939143501126
15502.0,455,817.7472527472528
15503.0,402,1141.8059701492537
15504.0,933,850.4083601286173
15505.0,991,808.6972754793138
15506.0,802,828.9089775561097
15509.0,1207,1690.5211267605634
15510.0,932,974.4281115879828
15512.0,1021,904.8628795298727
15513.0,1010,871.6663366336634
15514.0,955,807.3005235602094
15517.0,635,797.0157480314961
15518.0,2,216.0
15520.0,922,1785.3752711496745
15521.0,231,789.7922077922078
15522.0,583,783.3018867924528
15524.0,756,886.1005291005291
15525.0,267,1435.6179775280898
15526.0,331,911.8791540785498
15528.0,878,1583.4510250569476
15529.0,1442,1013.9861303744799
15530.0,1137,968.0184696569921
15531.0,480,897.9979166666667
15533.0,1363,937.8334556126192
15534.0,1223,971.2142273098937
15535.0,1159,1831.3356341673857
15536.0,1145,2345.234061135371
15537.0,949,776.200210748156
15539.0,617,934.9448946515397
15540.0,941,2397.5940488841657
15541.0,1049,1216.0028598665397
15542.0,718,883.0362116991644
15543.0,802,2065.423940149626
15544.0,857,855.369894982497
15545.0,776,762.2203608247422
15548.0,662,964.8444108761329
15549.0,1334,941.291604197901
15550.0,493,799.973630831643
15552.0,1305,898.7969348659004
15553.0,379,935.8416886543536
15554.0,1320,854.0795454545455
15555.0,906,841.1181015452538
15556.0,1139,1044.8683055311676
15557.0,1329,904.2814145974417
15558.0,1343,1335.8049143708115
15559.0,1023,832.0488758553274
15561.0,1162,864.447504302926
15562.0,901,814.7258601553829
15563.0,76,542.0131578947369
15566.0,1308,875.3073394495412
15567.0,1118,816.8434704830054
15569.0,866,774.6974595842956
15570.0,1479,855.9567275185937
15572.0,128,598.296875
15573.0,864,848.7256944444445
15574.0,1068,1968.9147940074906
15575.0,510,693.1529411764706
15577.0,613,755.0342577487766
15578.0,1203,783.6159600997506
15580.0,1091,854.0
15582.0,1171,835.3595217762596
15584.0,1239,839.3325262308313
15585.0,906,862.8443708609271
15586.0,1213,848.5144270403957
15587.0,957,808.6175548589341
15589.0,436,716.9380733944954
15590.0,1128,893.2491134751773
15591.0,467,849.7580299785867
15592.0,520,841.8653846153846
15593.0,1034,845.7272727272727
15594.0,1212,892.2491749174917
15595.0,967,909.2637021716649
15596.0,1035,898.2512077294685
15597.0,1027,1205.3184031158714
15598.0,1205,832.9883817427386
15599.0,1263,905.1037212984957
15600.0,561,8660.777183600712
15602.0,1097,976.7976298997265
15603.0,1179,834.5784563189144
15604.0,63,630.3492063492064
15605.0,1166,898.8233276157805
15607.0,1235,954.4445344129555
15608.0,758,990.5883905013193
15609.0,1073,872.5535880708295
15612.0,1014,1060.447731755424
15614.0,1489,867.1840161182001
15617.0,1465,874.7255972696246
15618.0,1287,979.4677544677545
15620.0,1012,783.1245059288538
15621.0,860,900.953488372093
15622.0,973,1249.3802672147997
15623.0,953,898.4879328436516
15624.0,1283,1023.7669524551832
15626.0,906,907.150110375276
15627.0,772,824.8095854922279
15628.0,1199,881.4520433694746
15629.0,1221,823.0778050778051
15630.0,228,986.5350877192982
15631.0,664,957.3674698795181
15632.0,1141,813.9404031551271
15634.0,1408,905.6313920454545
15636.0,1279,839.3096168881939
15637.0,1143,788.0314960629921
15638.0,1227,861.6299918500407
15639.0,358,713.9804469273743
15640.0,804,1278.915422885572
15641.0,701,925.9243937232525
15644.0,1223,837.5061324611611
15645.0,837,897.6164874551971
15646.0,454,844.5352422907489
15647.0,1272,899.5526729559748
15648.0,1374,894.3857350800582
15650.0,819,1009.080586080586
15651.0,892,806.6255605381166
15652.0,1133,853.2321270962047
15653.0,754,814.6419098143236
15655.0,929,828.2960172228202
15656.0,1473,867.7488119484046
15657.0,994,1779.5050301810866
15658.0,1260,838.9492063492063
15660.0,1150,842.4956521739131
15661.0,1152,783.1050347222222
15662.0,1048,921.9637404580153
15663.0,1233,928.7218167072182
15664.0,684,782.4181286549708
15665.0,689,1681.0290275761974
15666.0,1096,838.2609489051094
15667.0,1001,792.9620379620379
15670.0,610,852.6459016393443
15671.0,957,862.3385579937304
15674.0,1260,826.2166666666667
15675.0,1447,857.719419488597
15676.0,795,889.8138364779874
15677.0,970,880.840206185567
15678.0,1528,1292.5255235602094
15679.0,611,812.6857610474632
15680.0,1151,804.4821894005213
